Species num,species,treatment,trial,primary,pennulae,barbs frayed,bg noise (dB),bg noise (Pa),avg power (Pa),average power (dB),diff sum of squares (Pa),dB corrected (dB),SPL partial (dB),,,How each column is calculated:,,notes
7,C sp,2,1,0,1,0,59.8,0.019544744,3.724174273,105.4,3.724122987,105.3998804,64.39988038,,,,,
7,C sp,2,2,0,1,0,59.8,0.019544744,3.8996892,105.8,3.899640222,105.7998909,64.79989091,,,,,
7,C sp,2,2,1,1,0,68.9,0.055722423,5.260535984,108.4,5.260240855,108.3995127,67.39951269,,,,,
7,C sp,1,1,0,1,0,61.5,0.023770045,5.260535984,108.4,5.260482281,108.3999113,67.39991133,,,,,
7,C sp,1,3,1,1,0,60.8,0.021929564,5.383069608,108.6,5.383024939,108.5999279,67.59992792,,,,,
7,C sp,2,3,1,1,0,68.9,0.055722423,6.397790219,110.1,6.397547553,110.0996705,69.09967054,,,,,
7,C sp,2,1,1,1,0,68.9,0.055722423,6.855355731,110.7,6.855129263,110.6997131,69.69971306,,,,,
4,CBG,1,2,1,0,0,90.6,0.677688312,1.164206436,95.3,0.946633603,93.50303842,52.50303842,,,,,
4,CBG,1,1,0,0,0,59.8,0.019544744,0.647187314,90.2,0.646892126,90.19603738,49.19603738,,,,,
4,CBG,1,2,0,0,0,59.8,0.019544744,0.751674809,91.5,0.751420669,91.49706282,50.49706282,,,,,
4,CBG,1,3,0,0,0,59.8,0.019544744,0.751674809,91.5,0.751420669,91.49706282,50.49706282,,,,,
4,CBG,3,2,1,0,0,59.8,0.019544744,0.805434069,92.1,0.805196897,92.09744194,51.09744194,,,,,
4,CBG,3,3,1,0,0,59.8,0.019544744,0.814760556,92.2,0.814526099,92.19750018,51.19750018,,,,,
4,CBG,2,1,0,0,0,60.2,0.02046586,0.863038154,92.7,0.862795459,92.6975571,51.6975571,,,,,
4,CBG,3,1,1,0,0,59.8,0.019544744,0.914176379,93.2,0.913967426,93.19801444,52.19801444,,,,,
4,CBG,3,1,1,0,0,59.7,0.019321018,0.946302518,93.5,0.946105255,93.49818918,52.49818918,,,,,
4,CBG,3,1,1,0,0,59.6,0.019099852,0.946302518,93.5,0.946109746,93.49823041,52.49823041,,,,,
4,CBG,1,1,1,0,0,60,0.02,0.957260185,93.6,0.957051233,93.59810383,52.59810383,,,,,
4,CBG,3,3,0,0,0,59.6,0.019099852,0.957260185,93.6,0.95706962,93.5982707,52.5982707,,,,,
4,CBG,2,2,0,0,0,60.2,0.02046586,0.968344735,93.7,0.968128439,93.69805964,52.69805964,,,,,
4,CBG,1,2,1,0,0,60,0.02,0.968344735,93.7,0.968138175,93.69814699,52.69814699,,,,,
4,CBG,2,3,0,0,0,60.2,0.02046586,1.002374467,94,1.002165516,93.99818918,52.99818918,,,,,
4,CBG,3,3,1,0,0,59.6,0.019099852,1.013981417,94.1,1.013801514,94.0984588,53.0984588,,,,,
4,CBG,3,2,0,0,0,59.6,0.019099852,1.025722768,94.2,1.025544925,94.19849388,53.19849388,,,,,
4,CBG,3,1,0,0,0,59.6,0.019099852,1.04961492,94.4,1.049441126,94.39856167,53.39856167,,,,,
4,CBG,1,2,1,0,0,59.6,0.019099852,1.150879875,95.2,1.150721375,95.19880369,54.19880369,,,,,
4,CBG,3,2,1,0,0,59.7,0.019321018,1.164206436,95.3,1.1640461,95.29880369,54.29880369,,,,,
4,CBG,3,3,1,0,0,59.7,0.019321018,1.233190004,95.8,1.233038639,95.7989338,54.7989338,,,,,
4,CBG,2,2,1,0,0,59.7,0.019321018,1.276526972,96.1,1.276380746,96.09900497,55.09900497,,,,,
4,CBG,1,3,1,0,0,60,0.02,1.321386896,96.4,1.321235531,96.39900497,55.39900497,,,,,
4,CBG,1,3,1,0,0,59.6,0.019099852,1.352165951,96.6,1.352031048,96.59913338,55.59913338,,,,,
4,CBG,3,2,1,0,0,59.6,0.019099852,1.367823295,96.7,1.367689936,96.69915311,55.69915311,,,,,
4,CBG,1,1,1,0,0,59.6,0.019099852,1.399683992,96.9,1.399553669,96.89919123,55.89919123,,,,,
4,CBG,2,1,1,0,0,60.3,0.020702843,1.415891569,97,1.415740205,96.9990714,55.9990714,,,,,
4,CBG,2,3,1,0,0,60.3,0.020702843,1.415891569,97,1.415740205,96.9990714,55.9990714,,,,,
4,CBG,2,1,1,0,0,59.7,0.019321018,1.570471269,97.9,1.570352414,97.89934262,56.89934262,,,,,
4,CBG,2,3,1,0,0,59.7,0.019321018,1.570471269,97.9,1.570352414,97.89934262,56.89934262,,,,,
4,CBG,2,2,1,0,0,59.7,0.019321018,1.588656469,98,1.588538975,97.99935758,56.99935758,,,,,
4,CBG,2,3,1,0,0,59.7,0.019321018,1.702276076,98.6,1.702166425,98.59944048,57.59944048,,,,,
4,CBG,2,2,1,0,0,60.3,0.020702843,1.782501876,99,1.782381646,98.99941411,57.99941411,,,,,
4,CBG,2,1,1,0,0,59.7,0.019321018,1.782501876,99,1.78239716,98.99948972,57.99948972,,,,,
4,CBG,1,1,1,0,0,90.6,0.677688312,2.517850824,102,2.424935324,101.6734033,60.67340328,,,,,
4,CBG,1,3,1,0,0,90.6,0.677688312,2.576499103,102.2,2.485776776,101.8886426,60.88864261,,,,,
8,CM,1,3,1,0,0,61,0.022440369,2.023158909,100.1,2.023034454,100.0994657,59.09946567,,,,,
8,CM,2,2,1,0,0,60.7,0.021678538,2.070284333,100.3,2.070170829,100.2995238,59.29952378,,,,,
8,CM,2,3,1,0,0,60.7,0.021678538,2.11850745,100.5,2.11839653,100.4995452,59.49954521,,,,,
8,CM,2,1,1,0,0,60.7,0.021678538,2.14303861,100.6,2.142928959,100.5995556,59.59955556,,,,,
8,CM,2,1,0,0,0,60.1,0.020231589,2.192956392,100.8,2.192863065,100.7996303,59.79963034,,,,,
8,CM,2,3,0,0,0,60.1,0.020231589,2.244036909,101,2.243945706,100.999647,59.99964698,,,,,
8,CM,2,2,0,0,0,60.1,0.020231589,2.296307243,101.2,2.296218116,101.1996629,60.19966287,,,,,
8,CM,3,2,1,0,0,61.4,0.023497951,2.636513477,102.4,2.636408762,102.399655,61.39965501,,,,,
8,CM,1,1,1,0,0,61,0.022440369,2.667042864,102.5,2.666948456,102.4996925,61.49969253,,,,,
8,CM,3,3,1,0,0,61.4,0.023497951,2.760768529,102.8,2.760668527,102.7996854,61.79968537,,,,,
8,CM,3,1,1,0,0,61.4,0.023497951,2.958216776,103.4,2.958123449,103.399726,62.39972597,,,,,
8,CM,1,3,0,0,0,60.8,0.021929564,2.958216776,103.4,2.958135492,103.3997613,62.39976133,,,,,
8,CM,1,1,0,0,0,60.8,0.021929564,3.243620195,104.2,3.243546063,104.1998015,63.19980149,,,,,
8,CM,1,2,0,0,0,60.8,0.021929564,3.475601657,104.8,3.475532473,104.7998271,63.7998271,,,,,
8,CM,1,2,1,0,0,61,0.022440369,3.8996892,105.8,3.899624634,105.7998562,64.79985619,,,,,
15,CORA,2,2,1,0,0,59.5,0.018881218,0.502377286,88,0.502022347,87.99386109,46.99386109,,,,,
15,CORA,3,2,1,0,0,59.6,0.019099852,0.625215873,89.9,0.624924062,89.89594503,48.89594503,,,,,
15,CORA,2,3,1,0,0,59.5,0.018881218,0.77809029,91.8,0.777861169,91.79744193,50.79744193,,,,,
15,CORA,1,2,1,0,0,60.2,0.02046586,0.903711889,93.1,0.90348012,93.0977721,52.0977721,,,,,
15,CORA,2,1,1,0,0,59.5,0.018881218,0.903711889,93.1,0.903514625,93.09810382,52.09810382,,,,,
15,CORA,1,3,1,0,0,60.2,0.02046586,0.968344735,93.7,0.968128439,93.69805964,52.69805964,,,,,
15,CORA,1,1,1,0,0,60.2,0.02046586,0.979557639,93.8,0.979343819,93.79810382,52.79810382,,,,,
15,CORA,3,1,1,0,0,59.6,0.019099852,1.002374467,94,1.00219248,93.99842288,52.99842288,,,,,
15,CORA,3,3,1,0,0,59.6,0.019099852,1.025722768,94.2,1.025544925,94.19849388,53.19849388,,,,,
15,CORA,3,2,0,0,0,60.2,0.02046586,1.04961492,94.4,1.049415375,94.39834854,53.39834854,,,,,
15,CORA,1,3,0,0,0,60.2,0.02046586,1.086500663,94.7,1.086307893,94.69845879,53.69845879,,,,,
15,CORA,1,3,1,0,0,60.7,0.021678538,1.164206436,95.3,1.164004582,95.29849388,54.29849388,,,,,
15,CORA,1,1,0,0,0,60.2,0.02046586,1.219073794,95.7,1.218901991,95.69877582,54.69877582,,,,,
15,CORA,1,2,0,0,0,60.2,0.02046586,1.219073794,95.7,1.218901991,95.69877582,54.69877582,,,,,
15,CORA,3,1,0,0,0,60.2,0.02046586,1.219073794,95.7,1.218901991,95.69877582,54.69877582,,,,,
15,CORA,3,3,1,0,0,60.5,0.021185075,1.276526972,96.1,1.276351168,96.09880369,55.09880369,,,,,
15,CORA,3,3,0,0,0,60.2,0.02046586,1.306261105,96.3,1.306100771,96.2989338,55.2989338,,,,,
15,CORA,2,1,1,0,0,60.8,0.021929564,1.352165951,96.6,1.351988111,96.59885754,55.59885754,,,,,
15,CORA,1,1,1,0,0,60.3,0.020702843,1.383661942,96.8,1.383507052,96.79902763,55.79902763,,,,,
15,CORA,3,2,1,0,0,59.6,0.019099852,1.383661942,96.8,1.38353011,96.79917239,55.79917239,,,,,
15,CORA,2,1,0,0,0,60.1,0.020231589,1.43228682,97.1,1.432143923,97.09913338,56.09913338,,,,,
15,CORA,2,2,1,0,0,60.8,0.021929564,1.607052244,98.1,1.606902613,98.09919123,57.09919123,,,,,
15,CORA,3,1,1,0,0,60.5,0.021185075,1.607052244,98.1,1.606912601,98.09924522,57.09924522,,,,,
15,CORA,2,2,0,0,0,60.1,0.020231589,1.625661032,98.2,1.625535135,98.1993273,57.1993273,,,,,
15,CORA,2,3,1,0,0,60.8,0.021929564,1.6444853,98.3,1.644339076,98.29922763,57.29922763,,,,,
15,CORA,3,2,1,0,0,60.5,0.021185075,1.663527542,98.4,1.66339264,98.3992956,57.3992956,,,,,
15,CORA,2,3,1,0,0,60.4,0.020942571,1.663527542,98.4,1.663395711,98.39931163,57.39931163,,,,,
15,CORA,1,2,1,0,0,60.3,0.020702843,1.663527542,98.4,1.663398712,98.3993273,57.3993273,,,,,
15,CORA,2,3,0,0,0,60.1,0.020231589,1.663527542,98.4,1.663404511,98.39935758,57.39935758,,,,,
15,CORA,1,3,1,0,0,60.3,0.020702843,1.682790283,98.5,1.682662928,98.49934262,57.49934262,,,,,
15,CORA,3,3,1,0,0,59.6,0.019099852,1.682790283,98.5,1.682681887,98.49944048,57.49944048,,,,,
15,CORA,3,1,1,0,0,59.6,0.019099852,1.702276076,98.6,1.702168921,98.59945322,57.59945322,,,,,
15,CORA,1,1,1,0,0,61.2,0.022963072,1.721987504,98.7,1.721834388,98.69922763,57.69922763,,,,,
15,CORA,2,1,1,0,0,60.4,0.020942571,1.762097746,98.9,1.76197329,98.8993865,57.8993865,,,,,
15,CORA,1,2,1,0,0,60.7,0.021678538,1.803142275,99.1,1.803011954,99.09937221,58.09937221,,,,,
15,CORA,1,2,1,0,0,61.2,0.022963072,1.824021679,99.2,1.823877129,99.19931164,58.19931164,,,,,
15,CORA,2,2,1,0,0,60.4,0.020942571,1.824021679,99.2,1.823901449,99.19942745,58.19942745,,,,,
15,CORA,1,1,1,0,0,60.7,0.021678538,1.909985172,99.6,1.909862141,99.59944048,58.59944048,,,,,
15,CORA,3,3,1,0,0,60.5,0.021185075,1.909985172,99.6,1.909867679,99.59946567,58.59946567,,,,,
15,CORA,1,3,1,0,0,61.2,0.022963072,2.11850745,100.5,2.118382995,100.4994897,59.49948972,,,,,
15,CORA,2,2,1,0,0,60.4,0.020942571,2.34979511,101.4,2.349701783,101.399655,60.39965501,,,,,
15,CORA,3,1,1,0,0,60.5,0.021185075,2.377004455,101.5,2.376910047,101.499655,60.49965501,,,,,
15,CORA,3,2,1,0,0,60.5,0.021185075,2.404528869,101.6,2.404435542,101.5996629,60.59966287,,,,,
15,CORA,2,3,1,0,0,60.4,0.020942571,2.636513477,102.4,2.636430299,102.399726,61.39972597,,,,,
15,CORA,2,1,1,0,0,60.4,0.020942571,2.890879541,103.2,2.890803682,103.1997721,62.19977207,,,,,
5,CS,1,3,1,0,0,59.6,0.019099852,0.590241845,89.4,0.589932735,89.39544999,48.39544999,,,,,
5,CS,1,1,1,0,0,59.6,0.019099852,0.685535573,90.7,0.685269449,90.69662749,49.69662749,,,,,
5,CS,1,2,1,0,0,59.6,0.019099852,0.853159038,92.6,0.852945215,92.59782283,51.59782283,,,,,
5,CS,3,2,1,0,0,59.6,0.019099852,0.957260185,93.6,0.95706962,93.5982707,52.5982707,,,,,
5,CS,3,3,1,0,0,59.6,0.019099852,1.099081748,94.8,1.098915777,94.79868826,53.79868826,,,,,
5,CS,3,1,1,0,0,59.6,0.019099852,1.137705862,95.1,1.137545526,95.09877582,54.09877582,,,,,
5,CS,3,2,1,0,0,59.6,0.019099852,1.150879875,95.2,1.150721375,95.19880369,54.19880369,,,,,
5,CS,3,3,1,0,0,59.6,0.019099852,1.150879875,95.2,1.150721375,95.19880369,54.19880369,,,,,
5,CS,3,1,1,0,0,59.6,0.019099852,1.261914689,96,1.261770137,95.99900498,54.99900498,,,,,
5,CS,1,2,1,0,0,60,0.02,1.367823295,96.7,1.367677069,96.6990714,55.6990714,,,,,
5,CS,2,2,1,0,0,59.7,0.019321018,1.367823295,96.7,1.36768683,96.69913338,55.69913338,,,,,
5,CS,2,1,1,0,0,59.7,0.019321018,1.43228682,97.1,1.432156497,97.09920964,56.09920964,,,,,
5,CS,2,3,1,0,0,59.7,0.019321018,1.570471269,97.9,1.570352414,97.89934262,56.89934262,,,,,
5,CS,2,1,1,0,0,59.6,0.019099852,1.803142275,99.1,1.803041114,99.09951269,58.09951269,,,,,
5,CS,2,3,1,0,0,59.6,0.019099852,1.803142275,99.1,1.803041114,99.09951269,58.09951269,,,,,
5,CS,2,2,1,0,0,59.6,0.019099852,2.023158909,100.1,2.02306875,100.0996129,59.09961292,,,,,
5,CS,1,1,1,0,0,60,0.02,2.377004455,101.5,2.376920314,101.4996925,60.49969253,,,,,
5,CS,1,3,1,0,0,60,0.02,3.243620195,104.2,3.243558535,104.1998349,63.19983488,,,,,
14,EP,3,1,1,0,1,59.9,0.019771062,0.873031664,92.8,0.872807763,92.7977721,51.7977721,,,,,
14,EP,3,2,1,0,1,59.9,0.019771062,0.979557639,93.8,0.979358092,93.79823041,52.79823041,,,,,
14,EP,3,3,1,0,1,59.9,0.019771062,0.990900382,93.9,0.99070312,93.8982707,52.8982707,,,,,
14,EP,2,3,1,0,1,60.1,0.020231589,1.177687311,95.4,1.177513518,95.39871812,54.39871812,,,,,
14,EP,1,2,1,0,1,60.4,0.020942571,1.205119172,95.6,1.204937188,95.59868825,54.59868825,,,,,
14,EP,2,3,1,0,1,59.9,0.019771062,1.233190004,95.8,1.233031504,95.79888355,54.79888355,,,,,
14,EP,2,2,1,0,1,59.9,0.019771062,1.261914689,96,1.261759798,95.9989338,54.9989338,,,,,
14,EP,1,1,1,0,1,60.5,0.021185075,1.321386896,96.4,1.321217061,96.39888355,55.39888355,,,,,
14,EP,2,1,1,0,1,59.9,0.019771062,1.367823295,96.7,1.367680398,96.69909254,55.69909254,,,,,
14,EP,3,3,1,0,1,60.4,0.020942571,1.44887192,97.2,1.448720556,97.19909253,56.19909253,,,,,
14,EP,2,2,1,0,1,60.1,0.020231589,1.44887192,97.2,1.448730659,97.19915311,56.19915311,,,,,
14,EP,3,2,1,0,1,60.4,0.020942571,1.465649066,97.3,1.465499435,97.29911319,56.29911319,,,,,
14,EP,3,1,1,0,1,60.4,0.020942571,1.51715515,97.6,1.517010599,97.59917239,56.59917239,,,,,
14,EP,1,3,1,0,1,60.5,0.021185075,1.534722979,97.7,1.534576754,97.69917239,56.69917239,,,,,
14,EP,2,1,1,0,1,60.1,0.020231589,1.534722979,97.7,1.534589621,97.69924522,56.69924522,,,,,
14,EP,1,3,1,0,1,60.4,0.020942571,1.552494233,97.8,1.552352973,97.79920964,56.79920964,,,,,
14,EP,1,1,1,0,1,60.4,0.020942571,1.702276076,98.6,1.702147246,98.59934262,57.59934262,,,,,
14,EP,1,2,1,0,1,60.5,0.021185075,1.721987504,98.7,1.721857182,98.69934262,57.69934262,,,,,
11,GBT,3,1,1,0,0,60.4,0.020942571,1.51715515,97.6,1.517010599,97.59917239,56.59917239,,,,,
11,GBT,3,2,1,0,0,60.4,0.020942571,1.534722979,97.7,1.534580083,97.69919123,56.69919123,,,,,
11,GBT,3,3,1,0,0,60.4,0.020942571,1.6444853,98.3,1.644351942,98.2992956,57.2992956,,,,,
11,GBT,1,1,1,0,0,60.3,0.020702843,1.803142275,99.1,1.803023421,99.09942745,58.09942745,,,,,
11,GBT,1,3,1,0,0,60.3,0.020702843,2.11850745,100.5,2.11840629,100.4995852,59.49958523,,,,,
11,GBT,1,2,1,0,0,60.3,0.020702843,2.460537542,101.8,2.460450444,101.7996925,60.79969253,,,,,
11,GBT,2,3,1,0,0,60.2,0.02046586,2.729166273,102.7,2.729089536,102.6997558,61.69975577,,,,,
11,GBT,2,1,1,0,0,60.2,0.02046586,2.992471312,103.5,2.992401327,103.4997969,62.49979686,,,,,
11,GBT,2,2,1,0,0,60.2,0.02046586,3.243620195,104.2,3.243555629,104.1998271,63.1998271,,,,,
9,POWI,1,3,0,2,1,60.2,0.02046586,0.033191738,64.4,0.026131208,62.32258992,21.32258992,,,,,
9,POWI,1,1,0,2,1,60.4,0.020942571,0.035158472,64.9,0.028240518,62.99685335,21.99685335,,,,,
9,POWI,1,2,0,2,1,60.2,0.02046586,0.03681544,65.3,0.030602699,63.69459475,22.69459475,,,,,
9,POWI,1,2,1,2,1,60.3,0.020702843,0.038109214,65.6,0.031995382,64.08114614,23.08114614,,,,,
9,POWI,1,3,0,2,1,60.4,0.020942571,0.038550498,65.7,0.032365871,64.18114611,23.18114611,,,,,
9,POWI,1,1,0,2,1,60.2,0.02046586,0.038550498,65.7,0.032669397,64.26222234,23.26222234,,,,,
9,POWI,3,1,0,2,1,59.5,0.018881218,0.039448455,65.9,0.0346364,64.77005503,23.77005503,,,,,
9,POWI,1,1,1,2,1,60.2,0.02046586,0.041785923,66.4,0.03643092,65.20880287,24.20880287,,,,,
9,POWI,1,2,0,2,1,60.2,0.02046586,0.042269781,66.5,0.036984902,65.33988948,24.33988948,,,,,
9,POWI,1,1,0,2,1,60.4,0.020942571,0.042759242,66.6,0.037279505,65.40880284,24.40880284,,,,,
9,POWI,3,3,0,2,1,59.4,0.018665086,0.040834759,66.2,0.036319308,65.1821513,24.1821513,,,,,
9,POWI,1,3,0,2,1,60.4,0.020942571,0.043755232,66.8,0.038417822,65.67005489,24.67005489,,,,,
9,POWI,3,1,1,2,1,59.3,0.018451429,0.04325437,66.7,0.039121417,65.82769169,24.82769169,,,,,
9,POWI,1,3,1,2,1,60.2,0.02046586,0.045292886,67.1,0.040405372,66.1081823,25.1081823,,,,,
9,POWI,3,3,0,2,1,59.5,0.018881218,0.043755232,66.8,0.039471761,65.90513019,24.90513019,,,,,
9,POWI,1,1,0,2,1,60.2,0.02046586,0.046347893,67.3,0.041584562,66.35804262,25.35804262,,,,,
9,POWI,3,2,0,2,1,59.5,0.018881218,0.046347893,67.3,0.042327613,66.51187557,25.51187557,,,,,
9,POWI,1,2,0,2,1,60.4,0.020942571,0.048532202,67.7,0.043781084,66.80513037,25.80513037,,,,,
9,POWI,1,1,1,2,1,60.3,0.020702843,0.048532202,67.7,0.043894953,66.82769191,25.82769191,,,,,
9,POWI,1,3,0,2,1,60.2,0.02046586,0.048532202,67.7,0.044005945,66.84962714,25.84962714,,,,,
9,POWI,1,2,0,2,1,60.4,0.020942571,0.049094178,67.8,0.044403232,66.92769178,25.92769178,,,,,
9,POWI,3,1,0,2,1,59.4,0.018665086,0.047427474,67.5,0.043600228,66.76917523,25.76917523,,,,,
9,POWI,3,1,0,2,1,59.4,0.018665086,0.047976658,67.6,0.044196994,66.88725473,25.88725473,,,,,
9,POWI,1,3,1,2,1,60.3,0.020702843,0.053214501,68.5,0.049022193,67.7872548,26.7872548,,,,,
9,POWI,3,2,0,2,1,59.4,0.018665086,0.052003191,68.3,0.048538093,67.70105421,26.70105421,,,,,
9,POWI,1,3,1,2,1,60.1,0.020231589,0.053830696,68.6,0.049884132,67.9386485,26.9386485,,,,,
9,POWI,1,2,1,2,1,60.2,0.02046586,0.055722423,68.9,0.051827956,68.27068168,27.27068168,,,,,
9,POWI,3,2,0,2,1,59.4,0.018665086,0.061805909,69.8,0.058920157,69.38467806,28.38467806,,,,,
9,POWI,1,1,1,2,1,60.1,0.020231589,0.064718731,70.2,0.061475173,69.75339534,28.75339534,,,,,
9,POWI,3,2,0,2,1,59.3,0.018451429,0.066993088,70.5,0.064402008,70.15738823,29.15738823,,,,,
9,POWI,1,2,1,2,1,60.1,0.020231589,0.06934737,70.8,0.06633054,70.41367074,29.41367074,,,,,
9,POWI,3,2,1,2,1,59.3,0.018451429,0.067768831,70.6,0.065208582,70.26549527,29.26549527,,,,,
9,POWI,3,1,0,2,1,59.3,0.018451429,0.068553557,70.7,0.066023745,70.37340322,29.37340322,,,,,
9,POWI,3,3,1,2,1,59.4,0.018665086,0.070150375,70.9,0.067621666,70.58111738,29.58111738,,,,,
9,POWI,3,3,0,2,1,59.4,0.018665086,0.082419504,72.3,0.080278199,72.07135248,31.07135248,,,,,
9,POWI,3,3,1,2,1,59.6,0.019099852,0.083373877,72.4,0.081156633,72.16588046,31.16588046,,,,,
9,POWI,3,3,1,2,1,59.3,0.018451429,0.088314089,72.9,0.086365057,72.70616137,31.70616137,,,,,
9,POWI,3,2,1,2,1,59.6,0.019099852,0.095726018,73.6,0.093801206,73.42356849,32.42356849,,,,,
9,POWI,3,1,1,2,1,59.4,0.018665086,0.096834474,73.7,0.095018577,73.5355705,32.5355705,,,,,
9,POWI,3,1,1,2,1,59.6,0.019099852,0.115087987,75.2,0.113492028,75.07870721,34.07870721,,,,,
9,POWI,2,2,0,2,1,59.6,0.019099852,0.13213869,76.4,0.130751019,76.30830175,35.30830175,,,,,
9,POWI,2,1,0,2,1,59.6,0.019099852,0.135216595,76.6,0.133860835,76.5124707,35.5124707,,,,,
9,POWI,3,3,0,2,1,59.3,0.018451429,0.148262048,77.4,0.147109414,77.33220939,36.33220939,,,,,
9,POWI,2,3,0,2,1,59.6,0.019099852,0.155249423,77.8,0.154070046,77.73376432,36.73376432,,,,,
9,POWI,3,2,1,2,1,59.4,0.018665086,0.157047127,77.9,0.155934007,77.83821689,36.83821689,,,,,
9,POWI,2,3,0,2,1,59.8,0.019544744,0.176209775,78.9,0.175122494,78.84623874,37.84623874,,,,,
9,POWI,2,3,0,2,1,59.9,0.019771062,0.237700445,81.5,0.236876775,81.46984973,40.46984973,,,,,
9,POWI,2,2,0,2,1,59.8,0.019544744,0.2432372,81.7,0.242450693,81.67186868,40.67186868,,,,,
9,POWI,2,1,0,2,1,59.9,0.019771062,0.254700616,82.1,0.253932095,82.073752,41.073752,,,,,
9,POWI,2,2,0,2,1,59.9,0.019771062,0.282507509,83,0.281814829,82.97867692,41.97867692,,,,,
9,POWI,2,2,1,2,1,59.9,0.019771062,0.285778792,83.1,0.28509406,83.07916346,42.07916346,,,,,
9,POWI,2,1,1,2,1,59.9,0.019771062,0.289087954,83.2,0.288411079,83.17963886,42.17963886,,,,,
9,POWI,2,1,0,2,1,59.8,0.019544744,0.355655882,85,0.355118444,84.98686467,43.98686467,,,,,
9,POWI,2,1,0,2,1,59.8,0.019544744,0.432543705,86.7,0.432101909,86.69112379,45.69112379,,,,,
9,POWI,2,2,1,2,1,59.6,0.019099852,0.432543705,86.7,0.432121803,86.69152367,45.69152367,,,,,
9,POWI,2,3,1,2,1,59.9,0.019771062,0.538306961,88.6,0.53794376,88.59413758,47.59413758,,,,,
9,POWI,2,3,1,2,1,59.6,0.019099852,0.557224234,88.9,0.556896797,88.89489449,47.89489449,,,,,
9,POWI,2,1,1,2,1,59.5,0.018881218,0.597076524,89.5,0.596777911,89.49565489,48.49565489,,,,,
9,POWI,2,3,0,2,1,59.8,0.019544744,0.603990344,89.6,0.603674033,89.59544999,48.59544999,,,,,
9,POWI,2,2,0,2,1,59.8,0.019544744,0.639779022,90.1,0.639480414,90.09594504,49.09594504,,,,,
9,POWI,2,1,1,2,1,59.6,0.019099852,0.65468139,90.3,0.654402719,90.29630198,49.29630198,,,,,
9,POWI,2,2,1,2,1,59.5,0.018881218,0.65468139,90.3,0.654409063,90.2963862,49.2963862,,,,,
9,POWI,2,3,1,2,1,59.5,0.018881218,0.693473701,90.8,0.693216614,90.79677934,49.79677934,,,,,
17,ROPI,3,2,1,0,1,59.5,0.018881218,0.618059087,89.8,0.617770617,89.79594504,48.79594504,,,,,
17,ROPI,3,1,1,0,1,59.4,0.018665086,0.625215873,89.9,0.624937199,89.89612761,48.89612761,,,,,
17,ROPI,3,2,1,0,1,59.4,0.018665086,0.639779022,90.1,0.639506694,90.09630198,49.09630198,,,,,
17,ROPI,3,1,1,0,1,59.2,0.018240217,0.662262243,90.4,0.662011007,90.39670429,49.39670429,,,,,
17,ROPI,3,3,1,0,1,59.2,0.018240217,0.669930878,90.5,0.669682519,90.49677933,49.49677933,,,,,
17,ROPI,3,2,1,0,1,59.2,0.018240217,0.709626778,91,0.709392316,90.99712969,49.99712969,,,,,
17,ROPI,3,1,1,0,1,59.6,0.019099852,0.743070458,91.4,0.742824947,91.39712969,50.39712969,,,,,
17,ROPI,3,2,1,0,1,59.6,0.019099852,0.863038154,92.7,0.862826779,92.6978724,51.6978724,,,,,
17,ROPI,3,3,1,0,1,59.6,0.019099852,0.903711889,93.1,0.90351003,93.09805965,52.09805965,,,,,
17,ROPI,3,2,0,0,1,59.3,0.018451429,0.979557639,93.8,0.979383843,93.79845879,52.79845879,,,,,
17,ROPI,3,3,1,0,1,59.8,0.019544744,1.025722768,94.2,1.025536542,94.19842289,53.19842289,,,,,
